ImageID	ClassID
qaagngwlsv	desconegut
qenysqhbzp	desconegut
hhkndfldla	desconegut
xxfogkudmo	desconegut
hzhkdnkiok	desconegut
ozovmyeawv	desconegut
rgqgpfpndq	desconegut
lmjerapxzg	desconegut
syovaxcygd	desconegut
exrqwbeoja	desconegut
kmnkjxbfpv	desconegut
wbtbuzxeyb	desconegut
mzpvnjofzf	desconegut
mqeshwhuvm	desconegut
miqpcmazxe	desconegut
rdzsccxvmz	desconegut
osmclpqihf	mnactec
onpktnrpna	mnactec
fcgqnivrce	mnactec
parsmtvfgw	mnactec
ijjxkyocts	mnactec
ibqdoqhtby	mnactec
gosmkdjutr	mnactec
whcbdkhkrg	mnactec
tlhnsuaggx	mnactec
prlqkqxsal	mnactec
wbgvxogliu	mnactec
tqoqiamqgi	mnactec
elgcskguds	mnactec
urhwtfwlds	mnactec
quhgsnkgxd	mnactec
vxlbmebzjn	mnactec
wdnpxeudmr	mnactec
yumjvsciru	mnactec
kufsunbmdl	mnactec
fbunjrzkbr	mnactec
xcwaqzqlqh	mnactec
fnjkhoklgf	mnactec
uemghhbwog	mnactec
ghqdtdrlxj	mnactec
ndvyaxlybh	mnactec
ompmlmucya	mnactec
jpkehxzvsw	mnactec
ofqpiusfqg	mnactec
jmnrnjyxjn	mnactec
ktqmdwyodl	mnactec
apflzvnveo	mnactec
fkbydxgpke	mnactec
xdlpaxhbsy	mnactec
wkisyeuhvn	mnactec
eowzhilcnd	mnactec
zepwsmifjx	mnactec
qeofsodzqt	mnactec
uxuedjdbio	mnactec
qpsrgavkmw	mnactec
qtjhdheidt	mnactec
jpkschvpfb	mnactec
mdttnbvwuu	mnactec
xtmijzoalu	mnactec
nzkbzogsii	mnactec
mppbypsvzh	mnactec
wimwvwgwut	mnactec
vjrmjfpfjj	mnactec
usmfvvqruh	mnactec
jhqlsaeuwi	mnactec
maxgpovktk	mnactec
ystkhkldgp	mnactec
jgfvjuwblf	mnactec
jyzcabwujd	mnactec
lvgqblwcrw	mnactec
wwssjcbsnf	mnactec
wcojwrbrkq	mnactec
wsmgepfkls	mnactec
sxndgwcyqa	mnactec
stjsvsvwbp	mnactec
qiausglzdi	mnactec
wulybhrarg	mnactec
vdyqkyulps	mnactec
uitmsrnouo	mnactec
ddxtnidlen	mnactec
wwooqgbrjt	mnactec
ilphingcop	mnactec
gccikcojfh	mnactec
wenwsbohrv	mnactec
uwlsfjyxxh	mnactec
yggupsudgk	mnactec
kjzubhqhec	mnactec
kcxcnlusww	mnactec
dhwbvmpsnr	mnactec
xrhoxdxngi	mnactec
eyntbffhua	mnactec
dksdeujwkx	dona_treballadora
zgtzwdypkj	dona_treballadora
xfmezsaxjy	dona_treballadora
lltacrbfvc	dona_treballadora
cxkndhvhlp	dona_treballadora
ijasfrornv	dona_treballadora
ikmtahaxsd	dona_treballadora
uudiheysyo	dona_treballadora
smxccyxmtn	dona_treballadora
jqcfwanisq	dona_treballadora
iujroyeftb	dona_treballadora
nxseyhqfom	dona_treballadora
erbxklffjm	dona_treballadora
ukyrpcjzuc	dona_treballadora
wavqqbsuaa	dona_treballadora
mruptfhdom	dona_treballadora
omncmumlzb	dona_treballadora
iihlbeiidg	dona_treballadora
fnocqvsxqa	dona_treballadora
nzvfctfqvi	dona_treballadora
mcsgxcrfim	dona_treballadora
unnmzkabmn	dona_treballadora
mqpkoeeylq	dona_treballadora
kpptaiipvz	dona_treballadora
dgwccztikt	dona_treballadora
xriljyrert	dona_treballadora
cxxmfbonyk	dona_treballadora
qkoqzbpocl	dona_treballadora
ilfzhqbsnu	dona_treballadora
zqyqwlqscy	dona_treballadora
tyokpuztch	dona_treballadora
atswxfecog	dona_treballadora
hbelimfclr	dona_treballadora
ekgbaboydc	dona_treballadora
indaoktkjq	dona_treballadora
qnmkpwduhc	dona_treballadora
jqrhtocrdh	dona_treballadora
lvwhhthxmr	dona_treballadora
clnymqhkaa	dona_treballadora
grqooygdjj	dona_treballadora
bxlgkwqtkl	dona_treballadora
szmjdlysig	dona_treballadora
lurpashfse	dona_treballadora
bsbzwczpkz	dona_treballadora
qvojxanqzy	dona_treballadora
pdwsngeuow	dona_treballadora
lpqdglipub	dona_treballadora
kpekufwnoj	dona_treballadora
brwoxtdhzl	dona_treballadora
hlwosowgwf	dona_treballadora
zndyimuodk	dona_treballadora
bykkavzcio	dona_treballadora
ruxzdustfi	dona_treballadora
gkarayzwnb	dona_treballadora
aovbdikeyq	dona_treballadora
cjlspminyc	dona_treballadora
fyviiaayeo	dona_treballadora
oalkqwzxad	dona_treballadora
zensdqmfht	dona_treballadora
mwpkwaxuxg	dona_treballadora
xvyuxnhjab	dona_treballadora
qsryaelnnh	dona_treballadora
ugrjrisbvh	dona_treballadora
phkejxgcdh	dona_treballadora
etlzfspcoe	dona_treballadora
tojuvkvyvk	dona_treballadora
ndvcsgspvy	dona_treballadora
yecjhhgwcm	dona_treballadora
deummmeklg	dona_treballadora
xgxvyyrdua	dona_treballadora
edniyhehnc	dona_treballadora
opdfwgvtjs	dona_treballadora
zfnjlyelgg	dona_treballadora
kmidrmomkc	dona_treballadora
ndsstaufqj	teatre_principal
dhageifufd	teatre_principal
vjtmqrjgqf	teatre_principal
gzujuybyeo	teatre_principal
agbuprmjas	teatre_principal
vleifboeuq	teatre_principal
nqgyguqafu	teatre_principal
dgvjiclowc	teatre_principal
ayfmwhkafq	teatre_principal
sdffcxckvb	teatre_principal
ttkeorjcem	teatre_principal
fyerjtncyt	teatre_principal
qwxcbyhuoq	teatre_principal
ccsrwjnrsa	teatre_principal
iinquylntb	teatre_principal
gcgehfvmmc	teatre_principal
gqhtnxdues	teatre_principal
feqmexwhit	teatre_principal
pqnfacdiaf	teatre_principal
utrxyzlknr	teatre_principal
oftxpxfyjr	teatre_principal
ccjglzpqrq	teatre_principal
zpmmkdvxdx	teatre_principal
rtqezsijto	teatre_principal
niclywruhw	teatre_principal
twolgzmmkf	teatre_principal
fqypjlhnrv	teatre_principal
hnhvxwwcug	teatre_principal
ymyqgxdrqq	teatre_principal
iwjlpedfvf	teatre_principal
qlqtgxbgaf	teatre_principal
qxmtzywtux	teatre_principal
wufvbrxpnx	teatre_principal
dmvglrwkzt	teatre_principal
ubxhksngth	teatre_principal
nadphxtyxl	teatre_principal
vyyrecqjrf	teatre_principal
fuiubdmhii	teatre_principal
ojtalqqugk	teatre_principal
fbeusfmwcz	teatre_principal
owgbnwmcpq	teatre_principal
jxxrdlxmln	teatre_principal
rdzkihfvxx	teatre_principal
miozdpcyjj	teatre_principal
vnicpnassk	teatre_principal
xayjevntoc	teatre_principal
tfmzerkqpb	teatre_principal
pvqkypkgys	teatre_principal
zhlvfhbnso	teatre_principal
ajynbhistq	teatre_principal
zqgzzccyjw	teatre_principal
dtfesdvtab	teatre_principal
wqdksrxdlp	teatre_principal
cvmawbrczs	teatre_principal
fyzghgqxxn	teatre_principal
wlfxewijfm	teatre_principal
ljxfosehze	teatre_principal
dlfdauouyn	teatre_principal
vwbmnbhjpm	teatre_principal
lqcyucihej	teatre_principal
alhbsxqieb	teatre_principal
egpatgklto	teatre_principal
qopjffdmsp	teatre_principal
utfomzrask	teatre_principal
unywjpjjmz	teatre_principal
hsgkbwzxcp	teatre_principal
alaeayyxfl	teatre_principal
ozmlymmoft	teatre_principal
hcenbrlquw	teatre_principal
gbxkpatcox	teatre_principal
rherstgkpt	teatre_principal
dsxlurvnnn	teatre_principal
iquxfglelj	teatre_principal
bhsnrjtabf	teatre_principal
omgiwnworc	teatre_principal
ckgxudddnm	farmacia_albinyana
gpcfjfrccu	farmacia_albinyana
bvntulagem	farmacia_albinyana
xcvascruvw	farmacia_albinyana
rjdnvemqtk	farmacia_albinyana
athzwscsnx	farmacia_albinyana
jkgypkihvf	farmacia_albinyana
aytpuddtag	farmacia_albinyana
fauwudpids	farmacia_albinyana
pfagpkocdc	farmacia_albinyana
ugtaxxrzni	farmacia_albinyana
lkdxmpkcce	farmacia_albinyana
vmntnwocdl	farmacia_albinyana
kplnvgrapn	farmacia_albinyana
uieoncwujk	farmacia_albinyana
btfzjoqyyf	farmacia_albinyana
gadagvkgiz	farmacia_albinyana
wvnvkckiqg	farmacia_albinyana
vxmgoygdid	farmacia_albinyana
jfusvyppff	farmacia_albinyana
rzcqprrrzc	farmacia_albinyana
bponbqjcmo	farmacia_albinyana
xvufavwlrk	farmacia_albinyana
adbbwzixru	farmacia_albinyana
xbavhcogxq	farmacia_albinyana
oakblunela	farmacia_albinyana
ithqxhyiqr	farmacia_albinyana
fhwerwbaxw	farmacia_albinyana
otewiutbfn	farmacia_albinyana
cqwsukhvtm	farmacia_albinyana
fqfcmvcejt	farmacia_albinyana
ekqfllyauv	farmacia_albinyana
uiiuenxmgh	farmacia_albinyana
mnvkcuhjkv	farmacia_albinyana
pbiucjrgsc	farmacia_albinyana
vkcxhhbvzm	farmacia_albinyana
ygowwluyyk	farmacia_albinyana
bpqouaaxov	farmacia_albinyana
tjuhldqdti	farmacia_albinyana
oigmszkyxm	farmacia_albinyana
lvrzdysoex	farmacia_albinyana
tlkcthprhk	farmacia_albinyana
ydrxaawtty	farmacia_albinyana
qnpyjleeug	farmacia_albinyana
ycuixeyndi	farmacia_albinyana
wznhafkopi	farmacia_albinyana
qwjugtthva	farmacia_albinyana
fzcmytkafr	farmacia_albinyana
gptltdiect	farmacia_albinyana
uffeltfpsr	farmacia_albinyana
upedvuxvll	farmacia_albinyana
gdvqumaouv	farmacia_albinyana
qvzwtcqccr	farmacia_albinyana
nemigcpzdw	farmacia_albinyana
mkvthscsrk	farmacia_albinyana
atligrwdxf	farmacia_albinyana
wkheyqcdpd	farmacia_albinyana
ujvvhkxubf	farmacia_albinyana
lpyagdjllb	farmacia_albinyana
bcynwmjtii	farmacia_albinyana
nhjfsafccp	farmacia_albinyana
kkkatpmcrm	farmacia_albinyana
rbbloldcrm	farmacia_albinyana
ixspwwrgea	farmacia_albinyana
axbnlpgwmv	farmacia_albinyana
qrlmqpiacw	farmacia_albinyana
dlogjyrach	farmacia_albinyana
zhrjqrmbrb	farmacia_albinyana
ebaqbehenz	farmacia_albinyana
bmiuszzcaz	farmacia_albinyana
pbdrqyxvog	farmacia_albinyana
xjltyvymmv	farmacia_albinyana
wwrqlclawb	farmacia_albinyana
dizdqaffbf	farmacia_albinyana
ymqojegnec	farmacia_albinyana
erfvnyximb	escola_enginyeria
szbzkkwnbk	escola_enginyeria
gfsifpaozo	escola_enginyeria
qublytjdcu	escola_enginyeria
rddaqvmcqf	escola_enginyeria
rmskarglqc	escola_enginyeria
rwskzylvrj	escola_enginyeria
ktxwyewkjo	escola_enginyeria
jmtsskycge	escola_enginyeria
uxktlchfvs	escola_enginyeria
hudnwwzqfy	escola_enginyeria
lishxlixxb	escola_enginyeria
uvjmtcawxu	escola_enginyeria
yvclycpsvl	escola_enginyeria
ofzcksvyim	escola_enginyeria
dqggnapgdq	escola_enginyeria
vixcpahmvh	escola_enginyeria
vgfdxwdeca	escola_enginyeria
bntbjctroh	escola_enginyeria
exehxluptj	escola_enginyeria
gyfikaiwyx	escola_enginyeria
xhymyeulyl	escola_enginyeria
jumllliywg	escola_enginyeria
fqmxxjexof	escola_enginyeria
ospnpxyqbn	escola_enginyeria
ffgjvxrglq	escola_enginyeria
myleusgppy	escola_enginyeria
txthzyazak	escola_enginyeria
hnhofgriyj	escola_enginyeria
ddqhgubyws	escola_enginyeria
kvxynkziwu	escola_enginyeria
qqszvqrngw	escola_enginyeria
dfoivarsim	escola_enginyeria
awqfhrxudu	escola_enginyeria
rqoexofmyy	escola_enginyeria
efuqyztzqg	escola_enginyeria
eopiffvraq	escola_enginyeria
adfqkssrku	escola_enginyeria
mhbseskouk	escola_enginyeria
elognipybe	escola_enginyeria
lqcpsysbiu	escola_enginyeria
stkhqtjmmy	escola_enginyeria
scyguxtgwq	escola_enginyeria
hycavwllyd	escola_enginyeria
dfyskzrpad	escola_enginyeria
ibeiofzjhi	escola_enginyeria
twrflzkbji	escola_enginyeria
ftpvgceoof	escola_enginyeria
znizfcfveg	escola_enginyeria
bwjrbhtypz	escola_enginyeria
ydbpnwbalc	escola_enginyeria
iszqdmwhfj	escola_enginyeria
imtltdoybg	escola_enginyeria
ongijismin	escola_enginyeria
vvgvlihfnf	escola_enginyeria
ysawbhwffm	escola_enginyeria
ijihzxbfkd	escola_enginyeria
etotkrguce	escola_enginyeria
zdqptfqjln	escola_enginyeria
yuyzyerdli	escola_enginyeria
bttvdinylw	escola_enginyeria
pxvrpyvcxi	escola_enginyeria
vcjhdqxblf	escola_enginyeria
vpaerisaap	escola_enginyeria
bysbrospfg	escola_enginyeria
ulfrfaqxno	escola_enginyeria
vaucxyvlgo	escola_enginyeria
egseyiztzg	escola_enginyeria
quulfguhyg	escola_enginyeria
mhegchzacy	escola_enginyeria
veghnuczua	escola_enginyeria
bgsesoxufv	escola_enginyeria
crqtcjsrca	escola_enginyeria
qrswecgohd	escola_enginyeria
aimuuthxqs	escola_enginyeria
bmdkfdmtvk	societat_general
ftqitgsbkc	societat_general
mbfyojtxnm	societat_general
unuzfeabnj	societat_general
osgphhotmi	societat_general
psrdhkykyx	societat_general
ppulrwzjfm	societat_general
yperitfxzy	societat_general
geaifamrlk	societat_general
cspfzoybhk	societat_general
ykefpckvbq	societat_general
cxggajjcwd	societat_general
rzaaclxqpj	societat_general
stuopfxhci	societat_general
svejjdollu	societat_general
tdkhsxyxvf	societat_general
bhsovcxjiq	societat_general
lwgvmzfpeb	societat_general
bbxerxgbdj	societat_general
cwodnksefi	societat_general
otfvlsuoon	societat_general
bzxpnjxyud	societat_general
ktkahcjkse	societat_general
dspxryjrvm	societat_general
ozhwtktuab	societat_general
refnbhfuvu	societat_general
cbkhzimtoe	societat_general
xvcvwfjsag	societat_general
njxlrwatys	societat_general
tfxbflujhw	societat_general
kirhuajvbw	societat_general
wickfsqwxk	societat_general
ztxrcmowjy	societat_general
qyztthrnbe	societat_general
ipdvegrphr	societat_general
mdzhcsuenf	societat_general
afkpayxvzq	societat_general
ptwjeorzhg	societat_general
kfkwsjxvps	societat_general
mnvfoluwpj	societat_general
nlptvkihiu	societat_general
egxdnfxane	societat_general
wptgipnfgp	societat_general
dkwqbitjik	societat_general
vqxyoxnujj	societat_general
rmczthbysn	societat_general
szhqoxdsrb	societat_general
sycwjcclbz	societat_general
brhqfcdbhi	societat_general
gcjmnczvty	societat_general
wljzchjnqg	societat_general
yxhlwbillj	societat_general
tymcjiguca	societat_general
bnpvikcuxg	societat_general
zemecjjnhj	societat_general
hmxrtbjxyk	societat_general
lkwkdjdqlu	societat_general
plwzcnghpv	societat_general
ewlslvkjeo	societat_general
bkvkmfzxlq	societat_general
qvcdokewrm	societat_general
bqypgfftes	societat_general
iluocltbtk	societat_general
ynikspegeq	societat_general
hhdxerksts	societat_general
rbnikwrexd	societat_general
viwdakqafn	societat_general
eldzyesrqv	societat_general
ikzpqxugnw	societat_general
vwdquxsgzh	societat_general
cizcmwwotm	societat_general
lraxebnysx	societat_general
qkrzxkslwp	societat_general
cxletgxdee	societat_general
acfvtmktll	societat_general
yjmfhadlax	masia_freixa
zajwhkxbcj	masia_freixa
dlteqzcuax	masia_freixa
pkwrnjhvqx	masia_freixa
nvtibynjrs	masia_freixa
caycvlbvlk	masia_freixa
oxswbohvrw	masia_freixa
dxgeuyxhtn	masia_freixa
nbtbgxdldn	masia_freixa
sigzbxdojz	masia_freixa
kyqzdqwutd	masia_freixa
omphmjsaor	masia_freixa
pwsjltwmsi	masia_freixa
cahrnwxhlz	masia_freixa
ckyilkvbro	masia_freixa
rcaiqsjhmt	masia_freixa
nkbqrxoxal	masia_freixa
nzdvbkvfks	masia_freixa
xkwewjhbbs	masia_freixa
cvpvluwgqh	masia_freixa
arkyfgpfxy	masia_freixa
xrwcvkwmmo	masia_freixa
ncqgcbqajm	masia_freixa
vxeyzrzruh	masia_freixa
ybqbtiaiip	masia_freixa
crmdvinpjt	masia_freixa
qsdjpaqelb	masia_freixa
pmsralwafn	masia_freixa
pbureqhalh	masia_freixa
jcpnlbvlmy	masia_freixa
wlnuvfutge	masia_freixa
fnhwkamqry	masia_freixa
lsyzwzyoxv	masia_freixa
qymzdbxzrh	masia_freixa
oijmpcchha	masia_freixa
vqnarwtlzl	masia_freixa
qvplpnrcne	masia_freixa
yttqysuief	masia_freixa
dyidqyhfra	masia_freixa
ornlneqdix	masia_freixa
rffukgwsst	masia_freixa
fmfopvgjsl	masia_freixa
sxmeiddfrd	masia_freixa
raccenqiuh	masia_freixa
adwwqlupfz	masia_freixa
niqommwlua	masia_freixa
cnxipapnpe	masia_freixa
hfqqnnotjl	masia_freixa
aiiklcdzpc	masia_freixa
dovaujatzv	masia_freixa
uzvuynmhvm	masia_freixa
wbsgyzlesn	masia_freixa
bbtbcpacdz	masia_freixa
uskkxtwedg	masia_freixa
palenpopbo	masia_freixa
ijcsflited	masia_freixa
qvtwcagtto	masia_freixa
uldnozqahl	masia_freixa
bjreboshhq	masia_freixa
fnsbqtxdjs	masia_freixa
laprfczfog	masia_freixa
ltfwrhzfmf	masia_freixa
oqsocutdcm	masia_freixa
mzhhhmepvy	masia_freixa
kefbskfwhc	masia_freixa
agsbtyiiie	masia_freixa
rprhfgkiqj	masia_freixa
weqntickxk	masia_freixa
